Product_ID,SKU,Product_Name,Category,Subcategory,Brand,Manufacturer,Unit,Unit_Cost,Reorder_Level,Safety_Stock,Shelf_Life_Months,Storage_Type,Critical_Item,Disposable
P0207,SKU-00207,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,202024.72,99,65,0,Equipment Room,Yes,No
P0208,SKU-00208,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,849.26,70,57,60,Room Temperature,No,Yes
P0209,SKU-00209,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1695358.34,69,51,0,Equipment Room,Yes,No
P0210,SKU-00210,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,16.06,27,90,60,Room Temperature,No,Yes
P0211,SKU-00211,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,177043.0,180,61,0,Equipment Room,Yes,No
P0212,SKU-00212,Surgical Mask,PPE,Masks,3M,3M,Box,487.78,36,17,60,Room Temperature,No,Yes
P0213,SKU-00213,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,55.6,175,53,12,Room Temperature,Yes,Yes
P0214,SKU-00214,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,9.08,87,98,12,Room Temperature,No,Yes
P0215,SKU-00215,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,18.86,20,86,36,Room Temperature,No,Yes
P0216,SKU-00216,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,435.29,26,39,12,Room Temperature,No,Yes
P0217,SKU-00217,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1275.19,118,42,60,Room Temperature,No,Yes
P0218,SKU-00218,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,307404.06,53,73,0,Equipment Room,Yes,No
P0219,SKU-00219,Latex Gloves,PPE,Gloves,Medline,Medline,Box,255.66,197,29,36,Room Temperature,No,Yes
P0220,SKU-00220,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,8542137.67,101,68,0,Equipment Room,No,No
P0221,SKU-00221,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,16.76,151,35,12,Room Temperature,No,Yes
P0222,SKU-00222,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,293163.7,83,62,0,Equipment Room,Yes,No
P0223,SKU-00223,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1449.55,161,79,60,Room Temperature,No,Yes
P0224,SKU-00224,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,7.41,46,19,60,Room Temperature,No,Yes
P0225,SKU-00225,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,89.97,44,63,24,Room Temperature,Yes,Yes
P0226,SKU-00226,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,248033.46,134,32,0,Equipment Room,No,No
P0227,SKU-00227,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,27.98,178,96,60,Room Temperature,Yes,Yes
P0228,SKU-00228,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,64.88,95,47,12,Room Temperature,Yes,Yes
P0229,SKU-00229,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,85.35,85,43,36,Room Temperature,Yes,Yes
P0230,SKU-00230,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,46.36,82,40,24,Room Temperature,Yes,Yes
P0231,SKU-00231,Latex Gloves,PPE,Gloves,Medline,Medline,Box,432.88,103,18,24,Room Temperature,No,Yes
P0232,SKU-00232,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,177880.36,82,74,0,Equipment Room,Yes,No
P0233,SKU-00233,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,800795.23,45,93,0,Equipment Room,Yes,No
P0234,SKU-00234,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,248462.46,46,10,0,Equipment Room,No,No
P0235,SKU-00235,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,230080.25,79,67,0,Equipment Room,No,No
P0236,SKU-00236,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,5.61,79,25,36,Room Temperature,No,Yes
P0237,SKU-00237,Surgical Mask,PPE,Masks,3M,3M,Box,394.79,39,57,24,Room Temperature,No,Yes
P0238,SKU-00238,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1625965.53,134,87,0,Equipment Room,Yes,No
P0239,SKU-00239,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,102.0,47,91,12,Room Temperature,Yes,Yes
P0240,SKU-00240,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,15645591.54,109,37,0,Equipment Room,No,No
P0241,SKU-00241,Surgical Mask,PPE,Masks,3M,3M,Box,484.35,31,36,24,Room Temperature,No,Yes
P0242,SKU-00242,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,43.06,22,51,24,Room Temperature,Yes,Yes
P0243,SKU-00243,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,276013.54,67,89,0,Equipment Room,Yes,No
P0244,SKU-00244,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,46.23,146,80,12,Room Temperature,Yes,Yes
P0245,SKU-00245,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,90756.08,45,60,0,Equipment Room,No,No
P0246,SKU-00246,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,50.76,187,30,12,Pharmacy,No,Yes
P0247,SKU-00247,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,279943.35,124,46,0,Equipment Room,Yes,No
P0248,SKU-00248,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,34.99,99,82,12,Pharmacy,No,Yes
P0249,SKU-00249,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,11.21,113,92,12,Room Temperature,No,Yes
P0250,SKU-00250,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,43.44,72,10,60,Room Temperature,Yes,Yes
P0251,SKU-00251,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,327375.03,128,24,0,Equipment Room,Yes,No
P0252,SKU-00252,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,6.81,137,30,36,Room Temperature,No,Yes
P0253,SKU-00253,Latex Gloves,PPE,Gloves,Medline,Medline,Box,259.64,184,60,24,Room Temperature,No,Yes
P0254,SKU-00254,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1372.86,149,31,36,Room Temperature,No,Yes
P0255,SKU-00255,Latex Gloves,PPE,Gloves,Medline,Medline,Box,476.16,153,31,24,Room Temperature,No,Yes
P0256,SKU-00256,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,908.79,70,48,60,Room Temperature,No,Yes
P0257,SKU-00257,Latex Gloves,PPE,Gloves,Medline,Medline,Box,794.24,143,50,12,Room Temperature,No,Yes
P0258,SKU-00258,Surgical Mask,PPE,Masks,3M,3M,Box,603.82,42,89,60,Room Temperature,No,Yes
P0259,SKU-00259,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,256.14,183,38,24,Pharmacy,No,Yes
P0260,SKU-00260,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,11067268.28,70,70,0,Equipment Room,No,No
P0261,SKU-00261,Latex Gloves,PPE,Gloves,Medline,Medline,Box,617.53,122,76,12,Room Temperature,No,Yes
P0262,SKU-00262,Latex Gloves,PPE,Gloves,Medline,Medline,Box,499.32,58,41,12,Room Temperature,No,Yes
P0263,SKU-00263,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,253.91,30,81,24,Pharmacy,No,Yes
P0264,SKU-00264,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,20.15,190,51,12,Room Temperature,No,Yes
P0265,SKU-00265,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1189.84,160,90,60,Room Temperature,No,Yes
P0266,SKU-00266,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,287.8,98,84,60,Room Temperature,No,Yes
P0267,SKU-00267,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,45.54,134,74,36,Room Temperature,Yes,Yes
P0268,SKU-00268,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,110389.87,20,89,0,Equipment Room,No,No
P0269,SKU-00269,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,159096.43,134,89,0,Equipment Room,No,No
P0270,SKU-00270,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,518.54,141,61,24,Room Temperature,No,Yes
P0271,SKU-00271,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,867.12,130,56,36,Room Temperature,No,Yes
P0272,SKU-00272,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1602.28,30,91,12,Room Temperature,No,Yes
P0273,SKU-00273,Latex Gloves,PPE,Gloves,Medline,Medline,Box,303.46,150,20,36,Room Temperature,No,Yes
P0274,SKU-00274,Surgical Mask,PPE,Masks,3M,3M,Box,676.03,187,27,60,Room Temperature,No,Yes
P0275,SKU-00275,Surgical Mask,PPE,Masks,3M,3M,Box,728.54,69,26,12,Room Temperature,No,Yes
P0276,SKU-00276,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,128939.87,62,97,0,Equipment Room,No,No
P0277,SKU-00277,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,474.49,36,54,24,Room Temperature,No,Yes
P0278,SKU-00278,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,16342696.5,60,51,0,Equipment Room,No,No
P0279,SKU-00279,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,9124888.88,136,28,0,Equipment Room,No,No
P0280,SKU-00280,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,80.18,73,85,60,Room Temperature,Yes,Yes
P0281,SKU-00281,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,89.27,101,57,24,Room Temperature,Yes,Yes
P0282,SKU-00282,Surgical Mask,PPE,Masks,3M,3M,Box,399.47,61,91,60,Room Temperature,No,Yes
P0283,SKU-00283,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,94.37,63,43,60,Room Temperature,Yes,Yes
P0284,SKU-00284,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1568.27,182,56,12,Room Temperature,No,Yes
P0285,SKU-00285,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,14.06,84,78,12,Room Temperature,No,Yes
P0286,SKU-00286,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,70.68,87,58,36,Pharmacy,No,Yes
P0287,SKU-00287,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,13.66,104,20,36,Room Temperature,No,Yes
P0288,SKU-00288,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,119108.04,177,16,0,Equipment Room,No,No
P0289,SKU-00289,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,105.59,99,91,36,Room Temperature,Yes,Yes
P0290,SKU-00290,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,16.72,20,14,36,Room Temperature,No,Yes
P0291,SKU-00291,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,28.96,126,75,60,Room Temperature,Yes,Yes
P0292,SKU-00292,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,18.43,145,39,24,Room Temperature,No,Yes
P0293,SKU-00293,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,14796626.39,25,16,0,Equipment Room,No,No
P0294,SKU-00294,Surgical Mask,PPE,Masks,3M,3M,Box,583.56,47,76,36,Room Temperature,No,Yes
P0295,SKU-00295,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,13.01,169,48,60,Room Temperature,No,Yes
P0296,SKU-00296,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,7005900.65,113,89,0,Equipment Room,No,No
P0297,SKU-00297,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,14.5,23,41,24,Room Temperature,No,Yes
P0298,SKU-00298,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,87.33,36,91,12,Pharmacy,No,Yes
P0299,SKU-00299,Latex Gloves,PPE,Gloves,Medline,Medline,Box,816.34,122,43,36,Room Temperature,No,Yes
P0300,SKU-00300,Surgical Mask,PPE,Masks,3M,3M,Box,328.07,172,92,36,Room Temperature,No,Yes
P0301,SKU-00301,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,11656313.57,152,73,0,Equipment Room,No,No
P0302,SKU-00302,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,29.91,31,17,12,Room Temperature,Yes,Yes
P0303,SKU-00303,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,532792.81,67,40,0,Equipment Room,Yes,No
P0304,SKU-00304,Latex Gloves,PPE,Gloves,Medline,Medline,Box,287.95,23,88,12,Room Temperature,No,Yes
P0305,SKU-00305,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1353839.89,70,28,0,Equipment Room,Yes,No
P0306,SKU-00306,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,165889.2,175,92,0,Equipment Room,Yes,No
P0307,SKU-00307,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1341875.72,126,88,0,Equipment Room,Yes,No
P0308,SKU-00308,Latex Gloves,PPE,Gloves,Medline,Medline,Box,580.57,96,90,12,Room Temperature,No,Yes
P0309,SKU-00309,Surgical Mask,PPE,Masks,3M,3M,Box,797.03,157,10,60,Room Temperature,No,Yes
P0310,SKU-00310,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,314219.47,139,20,0,Equipment Room,Yes,No
P0311,SKU-00311,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,213.88,77,23,24,Pharmacy,No,Yes
P0312,SKU-00312,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,58.58,51,52,12,Room Temperature,Yes,Yes
P0313,SKU-00313,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,281.29,33,44,36,Pharmacy,No,Yes
P0314,SKU-00314,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,51.0,195,76,60,Pharmacy,No,Yes
P0315,SKU-00315,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,63.65,41,74,24,Room Temperature,Yes,Yes
P0316,SKU-00316,Surgical Mask,PPE,Masks,3M,3M,Box,384.88,71,30,24,Room Temperature,No,Yes
P0317,SKU-00317,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,278.74,119,52,24,Pharmacy,No,Yes
P0318,SKU-00318,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,8587516.29,181,98,0,Equipment Room,No,No
P0319,SKU-00319,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,69.7,140,77,60,Pharmacy,No,Yes
P0320,SKU-00320,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,51.6,131,39,12,Pharmacy,No,Yes
P0321,SKU-00321,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,18271380.59,74,60,0,Equipment Room,No,No
P0322,SKU-00322,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,13779984.46,164,31,0,Equipment Room,No,No
P0323,SKU-00323,Latex Gloves,PPE,Gloves,Medline,Medline,Box,271.39,47,89,12,Room Temperature,No,Yes
P0324,SKU-00324,Latex Gloves,PPE,Gloves,Medline,Medline,Box,474.16,199,13,24,Room Temperature,No,Yes
P0325,SKU-00325,Surgical Mask,PPE,Masks,3M,3M,Box,320.82,198,18,12,Room Temperature,No,Yes
P0326,SKU-00326,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,61.67,71,78,36,Pharmacy,No,Yes
P0327,SKU-00327,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,19.29,47,41,60,Pharmacy,No,Yes
P0328,SKU-00328,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,32.19,28,91,12,Room Temperature,Yes,Yes
P0329,SKU-00329,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1625.06,142,22,36,Room Temperature,No,Yes
P0330,SKU-00330,Latex Gloves,PPE,Gloves,Medline,Medline,Box,313.61,95,50,24,Room Temperature,No,Yes
P0331,SKU-00331,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,11.36,109,42,12,Room Temperature,No,Yes
P0332,SKU-00332,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,43.87,102,87,36,Room Temperature,Yes,Yes
P0333,SKU-00333,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1118907.61,93,89,0,Equipment Room,Yes,No
P0334,SKU-00334,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,57.75,27,65,60,Pharmacy,No,Yes
P0335,SKU-00335,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1504933.65,108,70,0,Equipment Room,Yes,No
P0336,SKU-00336,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,62.03,43,83,24,Pharmacy,No,Yes
P0337,SKU-00337,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,10.74,20,77,60,Room Temperature,No,Yes
P0338,SKU-00338,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,37.3,21,54,12,Room Temperature,Yes,Yes
P0339,SKU-00339,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,96267.13,197,33,0,Equipment Room,No,No
P0340,SKU-00340,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,180734.32,151,43,0,Equipment Room,No,No
P0341,SKU-00341,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,19158048.35,92,37,0,Equipment Room,No,No
P0342,SKU-00342,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,107.88,48,91,24,Pharmacy,No,Yes
P0343,SKU-00343,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,186.4,180,51,12,Room Temperature,No,Yes
P0344,SKU-00344,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,6.43,42,64,60,Room Temperature,No,Yes
P0345,SKU-00345,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,16.64,97,43,24,Pharmacy,No,Yes
P0346,SKU-00346,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,327279.61,148,31,0,Equipment Room,Yes,No
P0347,SKU-00347,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,345954.28,181,39,0,Equipment Room,Yes,No
P0348,SKU-00348,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,101569.69,172,98,0,Equipment Room,No,No
P0349,SKU-00349,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,422.41,109,84,12,Room Temperature,No,Yes
P0350,SKU-00350,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,12.83,189,80,60,Room Temperature,No,Yes
P0351,SKU-00351,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,130.83,132,98,60,Pharmacy,No,Yes
P0352,SKU-00352,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,265.75,52,52,24,Room Temperature,No,Yes
P0353,SKU-00353,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,189259.16,198,40,0,Equipment Room,No,No
P0354,SKU-00354,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,749045.93,97,100,0,Equipment Room,Yes,No
P0355,SKU-00355,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,21.87,59,41,24,Room Temperature,No,Yes
P0356,SKU-00356,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,131.64,61,40,36,Pharmacy,No,Yes
P0357,SKU-00357,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,19.34,46,31,36,Room Temperature,No,Yes
P0358,SKU-00358,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,21.61,58,28,60,Pharmacy,No,Yes
P0359,SKU-00359,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,285.95,131,45,36,Room Temperature,No,Yes
P0360,SKU-00360,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,26.56,91,36,12,Room Temperature,Yes,Yes
P0361,SKU-00361,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,226700.76,23,61,0,Equipment Room,Yes,No
P0362,SKU-00362,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,20.82,148,90,24,Room Temperature,No,Yes
P0363,SKU-00363,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,77.06,85,87,24,Room Temperature,Yes,Yes
P0364,SKU-00364,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,151.18,130,99,24,Pharmacy,No,Yes
P0365,SKU-00365,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,13811402.59,185,63,0,Equipment Room,No,No
P0366,SKU-00366,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,9.57,193,33,24,Room Temperature,No,Yes
P0367,SKU-00367,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,23.07,100,43,60,Pharmacy,No,Yes
P0368,SKU-00368,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,60.54,82,61,60,Pharmacy,No,Yes
P0369,SKU-00369,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,228.16,84,64,24,Pharmacy,No,Yes
P0370,SKU-00370,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,157383.06,179,62,0,Equipment Room,No,No
P0371,SKU-00371,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,1377818.51,66,93,0,Equipment Room,Yes,No
P0372,SKU-00372,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,16.67,145,23,60,Room Temperature,No,Yes
P0373,SKU-00373,Surgical Mask,PPE,Masks,3M,3M,Box,425.61,61,35,24,Room Temperature,No,Yes
P0374,SKU-00374,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,952669.74,167,68,0,Equipment Room,Yes,No
P0375,SKU-00375,Ventilator,Equipment,Monitoring,Drager,Drager,Unit,766476.5,141,75,0,Equipment Room,Yes,No
P0376,SKU-00376,Surgical Mask,PPE,Masks,3M,3M,Box,619.63,153,53,36,Room Temperature,No,Yes
P0377,SKU-00377,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,290685.28,136,36,0,Equipment Room,Yes,No
P0378,SKU-00378,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,26.95,177,55,12,Pharmacy,No,Yes
P0379,SKU-00379,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,18.68,117,61,36,Pharmacy,No,Yes
P0380,SKU-00380,Surgical Mask,PPE,Masks,3M,3M,Box,306.65,127,90,60,Room Temperature,No,Yes
P0381,SKU-00381,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,218.72,47,38,36,Pharmacy,No,Yes
P0382,SKU-00382,IV Drip Set,Consumables,IV,Baxter,Baxter,Piece,99.32,120,69,24,Room Temperature,Yes,Yes
P0383,SKU-00383,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,29.87,182,34,12,Room Temperature,Yes,Yes
P0384,SKU-00384,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,189173.88,77,28,0,Equipment Room,No,No
P0385,SKU-00385,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,14.99,139,47,60,Room Temperature,No,Yes
P0386,SKU-00386,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,396.72,140,55,24,Room Temperature,No,Yes
P0387,SKU-00387,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,532.8,200,58,36,Room Temperature,No,Yes
P0388,SKU-00388,Paracetamol,Medicines,Analgesics,Cipla,Cipla,Strip,31.48,193,33,60,Pharmacy,No,Yes
P0389,SKU-00389,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,80458.16,91,55,0,Equipment Room,No,No
P0390,SKU-00390,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,59.26,142,72,36,Room Temperature,Yes,Yes
P0391,SKU-00391,Patient Monitor,Equipment,Monitoring,Philips,Philips,Unit,263373.7,41,94,0,Equipment Room,Yes,No
P0392,SKU-00392,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,7.29,118,17,36,Room Temperature,No,Yes
P0393,SKU-00393,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1627.9,55,77,36,Room Temperature,No,Yes
P0394,SKU-00394,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,11.9,188,11,12,Room Temperature,No,Yes
P0395,SKU-00395,IV Cannula,Consumables,IV,BD,Becton Dickinson,Piece,77.11,84,87,36,Room Temperature,Yes,Yes
P0396,SKU-00396,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1378.49,67,67,24,Room Temperature,No,Yes
P0397,SKU-00397,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,16.77,123,78,24,Room Temperature,No,Yes
P0398,SKU-00398,Latex Gloves,PPE,Gloves,Medline,Medline,Box,646.18,191,80,12,Room Temperature,No,Yes
P0399,SKU-00399,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,436.47,70,73,36,Room Temperature,No,Yes
P0400,SKU-00400,Amoxicillin,Medicines,Antibiotics,Pfizer,Pfizer,Strip,103.28,132,95,12,Pharmacy,No,Yes
P0401,SKU-00401,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,1355.06,127,39,36,Room Temperature,No,Yes
P0402,SKU-00402,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,7.79,162,17,60,Room Temperature,No,Yes
P0403,SKU-00403,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,159406.01,56,99,0,Equipment Room,No,No
P0404,SKU-00404,ECG Machine,Equipment,Monitoring,GE,GE Healthcare,Unit,121916.32,62,79,0,Equipment Room,No,No
P0405,SKU-00405,MRI Scanner,Equipment,Imaging,Siemens,Siemens Healthineers,Unit,17943165.42,21,30,0,Equipment Room,No,No
P0406,SKU-00406,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,11.41,190,47,60,Room Temperature,No,Yes
P0407,SKU-00407,Blood Collection Tube,Laboratory,Lab Consumables,Thermo Fisher,Thermo Fisher,Piece,14.32,127,96,60,Room Temperature,No,Yes
P0408,SKU-00408,N95 Mask,PPE,Masks,Honeywell,Honeywell,Box,980.52,182,92,36,Room Temperature,No,Yes
P0409,SKU-00409,Surgical Mask,PPE,Masks,3M,3M,Box,310.28,194,52,12,Room Temperature,No,Yes
P0410,SKU-00410,COVID Test Kit,Diagnostics,Rapid Tests,Abbott,Abbott,Kit,591.77,144,28,60,Room Temperature,No,Yes
P0411,SKU-00411,Surgical Mask,PPE,Masks,3M,3M,Box,406.68,180,26,60,Room Temperature,No,Yes
P0412,SKU-00412,Syringe 5ml,Consumables,Syringes,BD,Becton Dickinson,Piece,6.42,107,70,36,Room Temperature,No,Yes
